STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DATABASE_ID,TIME_FORMAT,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BEN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.36316419392824,A,Annual,Benin,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BFA,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.31181989982724,A,Annual,Burkina Faso,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGD,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.38406448811293,A,Annual,Bangladesh,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.57729011774063,A,Annual,Bulgaria,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.51525521278381,A,Annual,Bahrain,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHS,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.45751246064901,A,Annual,"Bahamas, The",AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.42791310697794,A,Annual,Bosnia and Herzegovina,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLR,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.47078057378531,A,Annual,Belarus,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BLZ,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.42262690514326,A,Annual,Belize,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.37660475820303,A,Annual,Bolivia,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.50134041905403,A,Annual,Brazil,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.50465597957373,A,Annual,Barbados,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.49525272101164,A,Annual,Brunei Darussalam,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.44191746413708,A,Annual,Bhutan,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BWA,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.41284810006618,A,Annual,Botswana,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.18443748541176,A,Annual,Central African Republic,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.71315135061741,A,Annual,Canada,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.75701242685318,A,Annual,Switzerland,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHL,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.58575116842985,A,Annual,Chile,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.63545440137386,A,Annual,China,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.36550394445658,A,Annual,Côte d’Ivoire,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CMR,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.34128637611866,A,Annual,Cameroon,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COD,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.24747366458178,A,Annual,"Congo, Dem. Rep.",AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.276611905545,A,Annual,"Congo, Rep.",AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COL,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.48949392139912,A,Annual,Colombia,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.25417444482446,A,Annual,Comoros,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CPV,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.43258749693632,A,Annual,Cabo Verde,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.54015178233385,A,Annual,Costa Rica,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.63239379227161,A,Annual,Cyprus,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.6462222635746,A,Annual,Czechia,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.75332881510258,A,Annual,Germany,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DJI,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.31889721751213,A,Annual,Djibouti,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.7785222530365,A,Annual,Denmark,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.46881140768528,A,Annual,Dominican Republic,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DZA,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.3704386651516,A,Annual,Algeria,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.4420759677887,A,Annual,Ecuador,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EGY,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.39405445754528,A,Annual,"Egypt, Arab Rep.",AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.64833119511604,A,Annual,Spain,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.76438219845295,A,Annual,Estonia,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ETH,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.25359724834561,A,Annual,Ethiopia,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.75801736116409,A,Annual,Finland,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.44881195574999,A,Annual,Fiji,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FRA,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.69750864803791,A,Annual,France,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GAB,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.32252930104733,A,Annual,Gabon,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GBR,IMF_AI_AIPI_IX,_Z,_Z,_Z,0_TO_1,_Z,_Z,_Z,2023,MEAN,IX,IMF_AI,602,0,IMF_AI,PU,0.73094530403614,A,Annual,United Kingdom,AI Preparedness Index (AIPI),Not applicable,Not applicable,Not applicable,0-1 scale,Not Applicable,Not Applicable,Not Applicable,Mean,Index,Artificial Intelligence (AI) Preparedness Index,CCYY,Units,Normal value,Public
